sample_id,depth,input_token_count,output_token_count,target_token_id,target_decoded_token,worker_trace_mode,verifier_trace_mode,worker_selected_logprob,verifier_selected_logprob,logprob_diff_verifier_minus_worker,abs_logprob_diff,worker_selected_rank,verifier_selected_rank,rank_delta_verifier_minus_worker,common_top_count,union_top_count,topk_jaccard,missing_from_verifier_count,extra_in_verifier_count,common_js_divergence,union_js_divergence,common_prob_cosine,union_prob_cosine
7a613643598c07a5fd54,0,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.34502896666526794,-0.8849570751190186,-0.5399281084537506,0.5399281084537506,1,1,0,28,36,0.7777777777777778,4,4,0.06505735291493397,0.06804262130692643,0.9655107636274844,0.9654660752308234
7a613643598c07a5fd54,1,32,128,8886, Each,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.621045708656311,-3.4282937049865723,-1.8072479963302612,1.8072479963302612,1,5,4,21,43,0.4883720930232558,11,11,0.08417977596528521,0.13321053649488074,0.8294493959155622,0.820311031308922
7a613643598c07a5fd54,2,32,128,1681, request,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.046241242438554764,-0.31255513429641724,-0.2663138918578625,0.2663138918578625,1,1,0,23,41,0.5609756097560976,9,9,0.03323537996816822,0.0404669042117122,0.9979910568926386,0.9979606758155961
7a613643598c07a5fd54,3,32,128,4990, takes,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.1941745281219482,-1.4218316078186035,-0.22765707969665527,0.22765707969665527,2,1,-1,23,41,0.5609756097560976,9,9,0.06976143562904874,0.0935812231108278,0.8964782661630586,0.8947233941396273
7a613643598c07a5fd54,4,32,128,220, ,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.14956454932689667,-0.43910831212997437,-0.2895437628030777,0.2895437628030777,1,1,0,22,42,0.5238095238095238,10,10,0.037763174408162174,0.042645223200070026,0.9844034315186196,0.9843851744175832
7a613643598c07a5fd54,5,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.2780414819717407,-1.7563642263412476,-0.47832274436950684,0.47832274436950684,1,2,1,18,46,0.391304347826087,14,14,0.009267922296814099,0.009338523952022925,0.9616628038719699,0.9616627874648123
7a613643598c07a5fd54,6,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0004489606071729213,-0.0532878041267395,-0.05283884351956658,0.05283884351956658,1,1,0,24,40,0.6,8,8,0.013640486045621271,0.01486346581115291,0.9998602963491365,0.9998587000924005
7a613643598c07a5fd54,7,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.7510665655136108,-1.3182878494262695,-0.5672212839126587,0.5672212839126587,1,1,0,22,42,0.5238095238095238,10,10,0.054355600561223585,0.06040024525843618,0.9579606781611958,0.9578404914042336
7a613643598c07a5fd54,8,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.8254694938659668,-0.9282089471817017,-0.10273945331573486,0.10273945331573486,1,1,0,23,41,0.5609756097560976,9,9,0.003928612113511519,0.0040131748355764565,0.9917823961176879,0.9917823755225864
7a613643598c07a5fd54,9,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.621624231338501,-1.3605507612228394,0.2610734701156616,0.2610734701156616,1,1,0,25,39,0.6410256410256411,7,7,0.011655484618247027,0.011723268562582257,0.9639389719876578,0.9639389527316381
